TAXON 1,INTERACTION TYPE,BODY PART,TAXON 2,INTERACTION TITLE,REPORTED FOR BOGOTÁ,REMARKS,SOURCE TYPE 1,REFERENCE 1,SOURCE TYPE 2,REFERENCE 2,SOURCE TYPE 3,REFERENCE 3,SOURCE TYPE 4,REFERENCE 4,SOURCE TYPE 5,REFERENCE 5,SOURCE TYPE 6,REFERENCE 6
Dioszegia hungarica,Crece sobre,la hoja,Eucalyptus sp.,EPIFITISMO/EPIZOISMO,SI,"Crece saprofíticamente sobre los troncos de los árboles, aparentemente sin afectar a la planta",Artículo Científico,"Duarte, A., Ordóñez, N., Castañeda, E. (1994) Asociacion de leveduras del genero Cryptococcus con especies de Eucalyptus en Santafe de Bogota Isolation of Cryptococcus sp. associated with Eucalyptus trees in Santafé de Bogota. Revista do Instituto de Medicina Tropical de São Paulo 36, 125-130.",,,,,,,,,,
Ustilago bullata,Parasita a,general,Bromus catharticus,PARASITISMO,NO,,Artículo Científico,"García-Guzmán, G., Burdon, J.J., Nicholls, A.O. (1996) Effects of the systemic flower infecting-smut Ustilago bullata on the growth and competitive ability of the grass Bromus catharticus. Journal of Ecology 84, 657-665.",,,,,,,,,,
Ustilago hordei,Parasita a,parte no especificada,Hordeum vulgare,PARASITISMO,SI,,Artículo Científico,"Piepenbring, M. (2002) Lista anotada y clave para los ustilaginales de Colombia. Caldasia 24, 103-119.",,,,,,,,,,
Ustilago striiformis,Parasita a,parte no especificada,Holcus lanatus,PARASITISMO,SI,,Artículo Científico,"Obregón-Botero, R. (1964) Micología Lista de Huéspedes Colombianos. Revista Facultad Nacional de Agronomía Medellín 24, 49-60.",,,,,,,,,,
Ustilago tritici,Parasita a,parte no especificada,Triticum aestivum,PARASITISMO,SI,,Artículo Científico,"Piepenbring, M. (2002) Lista anotada y clave para los ustilaginales de Colombia. Caldasia 24, 103-119.",,,,,,,,,,
Batrachochytrium dendrobatidis,Parasita a,la piel,Centrolene buckleyi,PARASITISMO,NO,,Literatura Gris,"Bahamón-Cardona, J.d.P. (2010) Detección de batrachochytrium dendrobatidis en anfibios de un bosque húmedo tropical submontano localizado en el municipio de Santa María-Boyacá. Tesis de pregrado. Pontificia Universidad Javeriana, Bogotá.",,,,,,,,,,
Batrachochytrium dendrobatidis,Parasita a,la piel,Dendropsophus labialis,PARASITISMO,NO,,Artículo Científico,"Ruiz, A., Rueda-A., J.V. (2008) Batrachochytrium dendrobatis and Chytridiomicosis in Anuran Amphibians of Colombia. EcoHealth 5, 27-33.",,,,,,,,,,
Batrachochytrium dendrobatidis,Parasita a,la piel,Hyloscirtus bogotensis,PARASITISMO,NO,,Artículo Científico,"Ruiz, A., Rueda-A., J.V. (2008) Batrachochytrium dendrobatis and Chytridiomicosis in Anuran Amphibians of Colombia. EcoHealth 5, 27-33.",,,,,,,,,,
Batrachochytrium dendrobatidis,Parasita a,la piel,Pristimantis elegans,PARASITISMO,NO,,Artículo Científico,"Andrés, A. (2019) Determinado por Andrés, A.",,,,,,,,,,
Acaulospora bireticulata,Es simbionte con,la raíz,Zea mays,MUTUALISMO,NO,Asociación micorrícica,Literatura Gris,"Bello-Granados, G.E. (2011) Obtención y caracterización de hongos formadores de micorrizas vesículo-arbusculares (hfma) nativos asociados al cultivo de maíz (Zea mays L. var. Porva) en el municipio de Saboyá (Boyacá, Colombia). Tesis de Pregrado, Universidad Nacional de Colombia.",,,,,,,,,,
Acaulospora mellea,Es simbionte con,la raíz,Zea mays,MUTUALISMO,NO,Asociación micorrícica,Literatura Gris,"Bello-Granados, G.E. (2011) Obtención y caracterización de hongos formadores de micorrizas vesículo-arbusculares (hfma) nativos asociados al cultivo de maíz (Zea mays L. var. Porva) en el municipio de Saboyá (Boyacá, Colombia). Tesis de Pregrado, Universidad Nacional de Colombia.",,,,,,,,,,
Acaulospora mellea,Es simbionte con,la raíz,Araucaria angustifolia,MUTUALISMO,NO,Asociación micorrícica,Artículo Científico,"Moreira, M., Baretta, D., Tsai, S. M., Gomes-da-Costa, S.M., Cardoso, E.J.B.N. (2007) Biodiversity and distribution of arbuscular mycorrhizal fungi in Araucaria angustifolia forest. Scientia Agricola 64, 393-399.",,,,,,,,,,
Acaulospora spinosa,Es simbionte con,la raíz,Zea mays,MUTUALISMO,NO,Asociación micorrícica,Literatura Gris,"Bello-Granados, G.E. (2011) Obtención y caracterización de hongos formadores de micorrizas vesículo-arbusculares (hfma) nativos asociados al cultivo de maíz (Zea mays L. var. Porva) en el municipio de Saboyá (Boyacá, Colombia). Tesis de Pregrado, Universidad Nacional de Colombia.",,,,,,,,,,
Acaulospora spinosa,Es simbionte con,la raíz,Araucaria angustifolia,MUTUALISMO,NO,Asociación micorrícica,Artículo Científico,"Moreira, M., Baretta, D., Tsai, S. M., Gomes-da-Costa, S.M., Cardoso, E.J.B.N. (2007) Biodiversity and distribution of arbuscular mycorrhizal fungi in Araucaria angustifolia forest. Scientia Agricola 64, 393-399.",,,,,,,,,,
Gigaspora margarita,Es simbionte con,la raíz,Trifolium repens,MUTUALISMO,NO,Asociación micorrícica,Artículo Científico,"Scervino, J.M., Ponce, M.A., Erra-Bassells, R., Vierheilig, H., Ocampo, J.A., Godeas, A. (2005) Flavonoids exclusively present in mycorrhizal roots of white clover exhibit a different effect on arbuscular mycorrhizal fungi than flavonoids exclusively present in non-mycorrhizal roots of white clover. Journal of Plant Interactions 1, 15-22.",,,,,,,,,,
Gigaspora margarita,Es simbionte con,la raíz,Araucaria angustifolia,MUTUALISMO,NO,Asociación micorrícica,Artículo Científico,"Moreira, M., Baretta, D., Tsai, S. M., Gomes-da-Costa, S.M., Cardoso, E.J.B.N. (2007) Biodiversity and distribution of arbuscular mycorrhizal fungi in Araucaria angustifolia forest. Scientia Agricola 64, 393-399.",,,,,,,,,,
Glomus microcarpum,Es simbionte con,la raíz,Zea mays,MUTUALISMO,NO,Asociación micorrícica,Literatura Gris,"Bello-Granados, G.E. (2011) Obtención y caracterización de hongos formadores de micorrizas vesículo-arbusculares (hfma) nativos asociados al cultivo de maíz (Zea mays L. var. Porva) en el municipio de Saboyá (Boyacá, Colombia). Tesis de Pregrado, Universidad Nacional de Colombia.",,,,,,,,,,
Glomus microcarpum,Es simbionte con,la raíz,Araucaria angustifolia,MUTUALISMO,NO,Asociación micorrícica,Artículo Científico,"Moreira, M., Baretta, D., Tsai, S. M., Gomes-da-Costa, S.M., Cardoso, E.J.B.N. (2007) Biodiversity and distribution of arbuscular mycorrhizal fungi in Araucaria angustifolia forest. Scientia Agricola 64, 393-399.",,,,,,,,,,
Glomus mosseae,Es simbionte con,la raíz,Trifolium repens,MUTUALISMO,NO,Asociación micorrícica,Artículo Científico,"Scervino, J.M., Ponce, M.A., Erra-Bassells, R., Vierheilig, H., Ocampo, J.A., Godeas, A. (2005) Flavonoids exclusively present in mycorrhizal roots of white clover exhibit a different effect on arbuscular mycorrhizal fungi than flavonoids exclusively present in non-mycorrhizal roots of white clover. Journal of Plant Interactions 1, 15-22.",,,,,,,,,,
Glomus mosseae,Es simbionte con,la raíz,Zea mays,MUTUALISMO,NO,Asociación micorrícica,Literatura Gris,"Bello-Granados, G.E. (2011) Obtención y caracterización de hongos formadores de micorrizas vesículo-arbusculares (hfma) nativos asociados al cultivo de maíz (Zea mays L. var. Porva) en el municipio de Saboyá (Boyacá, Colombia). Tesis de Pregrado, Universidad Nacional de Colombia.",,,,,,,,,,
Dicranum frigidum,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",,,,,,,,,,
Atractylocarpus longisetus,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",,,,,,,,,,
Campylopus argyrocaulon,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",,,,,,,,,,
Campylopus jamesonii,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",,,,,,,,,,
Campylopus zygodonticarpus,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",,,,,,,,,,
Campylium praegracile,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",,,,,,,,,,
Fabronia ciliaris,Crece sobre,el tallo,Myrcianthes leucoxyla,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Santos, G. 627 JBB",,,,,,,,,,
Neckera chilensis,Crece sobre,el tallo,Hesperomeles goudotiana,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Santos, G. 507 JBB",,,,,,,,,,
Neckera obtusifolia,Crece sobre,el tallo,Myrcianthes sp.,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Santos, G. 508 JBB",,,,,,,,,,
Neckeropsis undulata,Crece sobre,el tallo,Citharexylum sulcatum,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 2341 JBB",,,,,,,,,,
Aptychella proligera,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",,,,,,,,,,
Sematophyllum napoanum,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",Artículo Cientifico,"Gil-Novoa, J.E., Morales-Puentes, M.E. (2014) Estratificación vertical de briófitos epífitos encontrados en Quercus humboldtii (Fagaceae) de Boyacá, Colombia. Revista de Biología Tropical 62, 719-727.",,,,,,,,
Sematophyllum subsimplex,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,En la fuente se reporta como Sematophyllum aff. subsimplex,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",,,,,,,,,,
Thuidium peruvianum,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",,,,,,,,,,
Syntrichia amphidiacea,Crece sobre,el tallo,Myrcianthes leucoxyla,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Santos, G. (# de Catálogo 7116) JBB",,,,,,,,,,
Adelothecium bogotense,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",,,,,,,,,,
Cephalozia bicuspidata,Crece sobre,el tallo,Vallea stipularis,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1864A-02, 1865A-04 JBB",,,,,,,,,,
Cephalozia crossii,Crece sobre,el tallo,Vallea stipularis,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1865A-05 JBB",,,,,,,,,,
Triandrophyllum subtrifidum,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",,,,,,,,,,
Lepidozia cupressina,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,,Artículo Científico,"Gil-Novoa, J.E, Morales-Puentes, M.E. (2014) Estratificación vertical de briófitos epífitos encontrados en Quercus humboldtii (Fagaceae) de Boyacá, Colombia. Revista de Biología Tropical 62, 719-727.",,,,,,,,,,
Lophocolea bidentata,Crece sobre,el tallo,Vallea stipularis,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1864A-06, 1865A-11, 1866A-01 JBB",,,,,,,,,,
Plagiochila adianthoides,Crece sobre,el tallo,Vallea stipularis,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1814A-02 JBB",,,,,,,,,,
Plagiochila aerea,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",,,,,,,,,,
Plagiochila bifaria,Crece sobre,el tallo,Vallea stipularis,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1863A-01, 1864A-03 JBB",,,,,,,,,,
Nardia succulenta,Crece sobre,el tallo,Vaccinium floribundum,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1788A-05 JBB",,,,,,,,,,
Nardia succulenta,Crece sobre,el tallo,Vallea stipularis,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1814A-01 JBB",,,,,,,,,,
Metzgeria ciliata,Crece sobre,el tallo,Vallea stipularis,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1864A-04 JBB",,,,,,,,,,
Metzgeria dorsipara,Crece sobre,el tallo,Ageratina tinifolia,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Cabrera-Amaya, D.M. 3646-05 JBB, 3647-04 JBB",,,,,,,,,,
Metzgeria dorsipara,Crece sobre,el tallo,Diplostephium rosmarinifolium,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Cabrera-Amaya, D.M. 3653-06 JBB",,,,,,,,,,
Metzgeria dorsipara,Crece sobre,el tallo,Pentacalia ledifolia,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1690A-02, 1709A-05, 1710A-06 JBB",,,,,,,,,,
Metzgeria dorsipara,Crece sobre,el tallo,Vaccinium floribundum,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1691A-03 JBB",,,,,,,,,,
Metzgeria liebmanniana,Crece sobre,el tallo,Vaccinium floribundum,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1788A-03 JBB",,,,,,,,,,
Metzgeria neotropica,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,En la fuente se reporta como Metzgeria aff. neotropica,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",,,,,,,,,,
Metzgeria scyphigera,Crece sobre,el tallo,Passiflora mixta,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1937A-06 JBB",,,,,,,,,,
Metzgeria scyphigera,Crece sobre,el tallo,Vallea stipularis,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1912-01 JBB",,,,,,,,,,
Symphyogyna brongniartii,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",,,,,,,,,,
Frullania exilis,Crece sobre,el tallo,Pentacalia ledifolia,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1710A-05 JBB",,,,,,,,,,
Frullania exilis,Crece sobre,el tallo,Vaccinium floribundum,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1691A-02 JBB",,,,,,,,,,
Frullania gibbosa,Crece sobre,el tallo,Ageratina tinifolia,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Cabrera-Amaya, D.M. 3646-04, 3647-03 JBB",,,,,,,,,,
Frullania gibbosa,Crece sobre,el tallo,Diplostephium rosmarinifolium,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Cabrera-Amaya, D.M. 3653-05 JBB",,,,,,,,,,
Frullania jelskii,Crece sobre,el tallo,Vallea stipularis,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1862A-02, 1912-03 JBB",,,,,,,,,,
Frullania obscura,Crece sobre,el tallo,Pentacalia ledifolia,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1709A-04 JBB",,,,,,,,,,
Anoplolejeunea conferta,Crece sobre,el tallo,Quercus humboldtii,EPIFITISMO/EPIZOISMO,NO,,Artículo Científico,"Gil, J.E., Morales, M.E. (2016) Catálogo de briófitos epífitos de roble (Quercus humboldtii), en el municipio de Tipacoque, Boyacá-Colombia. Boletín Científico, Centro de Museos, Museo de Historia Natural 20, 19-32.",Artículo Cientifico,"Gil-Novoa, J.E., Morales-Puentes, M.E. (2014) Estratificación vertical de briófitos epífitos encontrados en Quercus humboldtii (Fagaceae) de Boyacá, Colombia. Revista de Biología Tropical 62, 719-727.",,,,,,,,
Blepharolejeunea incongrua,Crece sobre,el tallo,Ageratina tinifolia,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Cabrera-Amaya, D.M. 3646-01 JBB",,,,,,,,,,
Drepanolejeunea inchoata,Crece sobre,el tallo,Ageratina tinifolia,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Cabrera-Amaya, D.M. 3647-02 JBB",,,,,,,,,,
Drepanolejeunea inchoata,Crece sobre,el tallo,Diplostephium rosmarinifolium,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Cabrera-Amaya, D.M. 3653-03 JBB",,,,,,,,,,
Drepanolejeunea inchoata,Crece sobre,el tallo,Pentacalia ledifolia,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1709A-03, 1710A-04 JBB",,,,,,,,,,
Drepanolejeunea inchoata,Crece sobre,el tallo,Vaccinium floribundum,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1691A-03, 1788A-02 JBB",,,,,,,,,,
Drepanolejeunea inchoata,Crece sobre,el tallo,Vallea stipularis,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1865A-06 JBB",,,,,,,,,,
Microlejeunea bullata,Crece sobre,el tallo,Ageratina tinifolia,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Cabrera-Amaya, D.M. 3646-09 JBB",,,,,,,,,,
Microlejeunea bullata,Crece sobre,el tallo,Pentacalia ledifolia,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1690A-03, 1709A-06 JBB",,,,,,,,,,
Microlejeunea bullata,Crece sobre,el tallo,Vaccinium floribundum,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1691A-04, 1788A-04",,,,,,,,,,
Microlejeunea bullata,Crece sobre,el tallo,Monnina salicifolia,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Cabrera-Amaya, D.M. 3347-02 JBB",,,,,,,,,,
Microlejeunea bullata,Crece sobre,el tallo,Passiflora mixta,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1937A-01 JBB",,,,,,,,,,
Microlejeunea bullata,Crece sobre,el tallo,Vallea stipularis,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1862A-01, 1863A-04, 1864A-01, 1866A-04, 1912-02 JBB",,,,,,,,,,
Microlejeunea capillaris,Crece sobre,el tallo,Diplostephium rosmarinifolium,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Cabrera-Amaya, D.M. 3653-07 JBB",,,,,,,,,,
